,cdl,irrigation_flag,irrigation_type,irrigated_fraction,above_canopy_acres,below_canopy_acres,state
133,3,0,,0.0,0,0,ND
134,3,0,,0.0,0,0,OH
135,3,0,,0.0,0,0,OK
136,3,0,,0.0,0,0,OR
137,3,0,,0.0,0,0,PA
138,3,0,,0.0,0,0,RI
139,3,0,,0.0,0,0,SC
140,3,0,,0.0,0,0,SD
141,3,1,under,1.0,0,50,TN
142,3,1,under,1.0,4200,81552,TX
143,3,0,,0.0,0,0,UT
144,3,0,,0.0,0,0,VT
145,3,0,,0.0,0,0,VA
146,3,0,,0.0,0,0,WA
147,3,0,,0.0,0,0,WV
148,3,0,,0.0,0,0,WI
149,3,0,,0.0,0,0,WY
150,4,0,,0.059000000000000004,75,0,AL
151,4,0,,0.0,0,0,AK
152,4,1,under,1.0,2674,7792,AZ
153,4,1,over,0.49700000000000005,23860,15049,AR
154,4,1,under,1.0,1755,8550,CA
155,4,1,over,0.47100000000000003,5102,4440,CO
156,4,0,,0.0,0,0,CT
157,4,0,,0.33299999999999996,75,0,DE
158,4,1,over,0.508,900,0,FL
159,4,0,,0.39,7706,0,GA
160,4,0,,0.0,0,0,HI
161,4,1,under,1.0,28,84,ID
162,4,0,,0.046,84,0,IL
163,4,1,over,0.622,2736,0,IN
164,4,0,,0.0,0,0,IA
165,4,0,,0.175,169730,5874,KS
166,4,0,,0.0,0,0,KY
167,4,0,,0.19,0,6120,LA
168,4,0,,0.0,0,0,ME
169,4,0,,0.134,323,65,MD
170,4,0,,0.0,0,0,MA
171,4,0,,0.0,0,0,MI
172,4,0,,0.0,0,0,MN
173,4,0,,0.07200000000000001,187,1587,MS
174,4,1,over,0.40399999999999997,3695,804,MO
175,4,1,over,1.0,100,0,MT
176,4,0,,0.14,4494,0,NE
177,4,0,,0.0,0,0,NV
178,4,0,,0.0,0,0,NH
179,4,0,,0.20600000000000002,175,0,NJ
180,4,1,over,0.731,19211,396,NM
181,4,0,,0.0,0,0,NY
182,4,0,,0.136,883,0,NC
183,4,0,,0.0,0,0,ND
184,4,0,,0.0,0,0,OH
185,4,0,,0.33799999999999997,20030,0,OK
186,4,0,,0.0,0,0,OR
187,4,1,over,1.0,50,0,PA
188,4,0,,0.0,0,0,RI
189,4,0,,0.046,190,0,SC
190,4,0,,0.046,105,0,SD
191,4,0,,0.303,1164,233,TN
192,4,1,over,0.413,420476,72320,TX
193,4,0,,0.0,0,0,UT
194,4,0,,0.0,0,0,VT
195,4,0,,0.192,150,0,VA
196,4,1,over,1.0,444,0,WA
197,4,0,,0.0,0,0,WV
198,4,0,,0.0,0,0,WI
199,4,0,,0.0,0,0,WY
200,5,0,,0.16899999999999998,15385,0,AL
201,5,0,,0.0,0,0,AK
202,5,0,,0.0,0,0,AZ
203,5,1,under,0.887,638682,1953937,AR
204,5,0,,0.0,0,0,CA
205,5,1,over,1.0,7790,0,CO
206,5,1,over,1.0,7,0,CT
207,5,0,,0.379,32371,0,DE
208,5,0,,0.166,2880,0,FL
209,5,1,over,0.488,55036,0,GA
210,5,1,over,1.0,50,0,HI
211,5,1,over,1.0,1104,0,ID
212,5,0,,0.244,111462,720,IL
213,5,0,,0.205,98168,210,IN
214,5,0,,0.244,50421,0,IA
215,5,0,,0.377,296558,19804,KS
216,5,0,,0.115,13855,0,KY
217,5,1,under,0.461,63484,199982,LA
218,5,1,over,1.0,8,0,ME
219,5,0,,0.27,26026,268,MD
220,5,0,,0.0,0,0,MA
221,5,0,,0.29600000000000004,83905,0,MI
222,5,0,,0.248,94717,0,MN
223,5,1,under,0.674,237953,675897,MS
224,5,1,under,0.556,231610,289556,MO
225,5,0,,0.138,1292,2800,MT
226,5,1,over,0.693,1716561,218808,NE
227,5,0,,0.0,0,0,NV
228,5,0,,0.0,0,0,NH
229,5,0,,0.26899999999999996,6620,0,NJ
230,5,0,,0.0,0,0,NM
231,5,0,,0.059000000000000004,125,0,NY
232,5,0,,0.08,8989,0,NC
233,5,0,,0.124,26219,736,ND
234,5,0,,0.040999999999999995,2061,0,OH
235,5,1,over,0.645,31469,0,OK
236,5,0,,0.0,0,0,OR
237,5,0,,0.005,86,0,PA
238,5,0,,0.0,0,0,RI
239,5,0,,0.175,8279,0,SC
240,5,0,,0.18100000000000002,77616,90,SD
241,5,0,,0.165,42549,595,TN
242,5,1,under,0.636,8422,8500,TX
243,5,0,,0.0,0,0,UT
244,5,0,,0.0,0,0,VT
245,5,0,,0.141,10327,0,VA
246,5,1,over,1.0,513,0,WA
247,5,0,,0.0,0,0,WV
248,5,0,,0.239,33139,0,WI
249,5,1,over,1.0,5720,0,WY
250,6,1,over,0.887,18561,8,AL
251,6,1,over,0.706,125,7,AK
252,6,1,under,1.0,9678,11703,AZ
253,6,1,over,0.985,21005,2870,AR
254,6,1,over,0.976,178064,71497,CA
255,6,1,over,0.6559999999999999,48996,10117,CO
256,6,1,over,0.8590000000000001,2817,0,CT
257,6,1,over,0.892,2200,9,DE
258,6,1,under,0.9279999999999999,81246,373580,FL
259,6,1,over,0.6679999999999999,24948,110,GA
260,6,1,over,0.983,28025,406,HI
261,6,1,over,0.975,208181,50111,ID
262,6,1,over,0.828,23969,0,IL
263,6,1,over,0.49,16055,0,IN
264,6,1,over,0.461,2983,0,IA
265,6,1,over,0.698,52251,1809,KS
266,6,0,,0.285,3444,10,KY
267,6,1,over,0.502,8688,7272,LA
268,6,0,,0.379,1209,0,ME
269,6,1,over,0.825,9457,0,MD
270,6,1,over,0.568,2406,15,MA
271,6,1,over,0.509,32199,36,MI
272,6,0,,0.375,11458,19446,MN
273,6,1,over,0.606,5979,23,MS
274,6,1,over,0.895,5861,4764,MO
275,6,1,under,0.7170000000000001,55072,55551,MT
276,6,1,over,0.978,106255,2100,NE
277,6,1,over,1.0,5790,2291,NV
278,6,1,over,1.0,717,16,NH
279,6,1,over,0.8740000000000001,16923,64,NJ
280,6,1,under,1.0,3161,3724,NM
281,6,1,over,0.613,8061,6,NY
282,6,1,over,0.426,22026,61,NC
283,6,0,,0.341,8235,9839,ND
284,6,1,over,0.504,8214,8,OH
285,6,1,over,0.813,28284,0,OK
286,6,1,over,0.579,179988,11902,OR
287,6,0,,0.195,2981,7,PA
288,6,1,over,0.9329999999999999,2230,0,RI
289,6,1,over,0.9279999999999999,21675,8,SC
290,6,1,over,0.62,9190,360,SD
291,6,1,over,0.544,7677,5,TN
292,6,1,over,0.8859999999999999,121510,26379,TX
293,6,1,over,0.966,5201,702,UT
294,6,1,over,0.626,320,6,VT
295,6,1,over,0.478,10535,0,VA
296,6,1,over,0.9179999999999999,163512,9981,WA
297,6,1,over,0.436,421,0,WV
298,6,1,over,0.42,10033,49,WI
299,6,1,under,0.983,21562,24592,WY
300,10,0,,0.209,5344,0,AL
301,10,0,,0.0,0,0,AK
302,10,0,,0.0,0,0,AZ
303,10,1,under,1.0,0,6726,AR
304,10,0,,0.0,0,0,CA
305,10,0,,0.0,0,0,CO
306,10,0,,0.0,0,0,CT
307,10,0,,0.0,0,0,DE
308,10,1,over,0.513,23997,0,FL
309,10,1,over,0.6679999999999999,199212,0,GA
310,10,1,under,1.0,0,7,HI
311,10,0,,0.0,0,0,ID
312,10,0,,0.0,0,0,IL
313,10,0,,0.0,0,0,IN
314,10,0,,0.0,0,0,IA
315,10,0,,0.0,0,0,KS
316,10,0,,0.0,0,0,KY
317,10,1,over,0.9,981,750,LA
318,10,0,,0.0,0,0,ME
319,10,0,,0.0,0,0,MD
320,10,0,,0.0,0,0,MA
321,10,0,,0.0,0,0,MI
322,10,0,,0.0,0,0,MN
323,10,1,under,0.45399999999999996,3278,3406,MS
324,10,1,under,1.0,0,240,MO
325,10,0,,0.0,0,0,MT
326,10,0,,0.0,0,0,NE
327,10,0,,0.0,0,0,NV
328,10,0,,0.0,0,0,NH
329,10,0,,0.0,0,0,NJ
330,10,1,over,1.0,3235,0,NM
331,10,0,,0.0,0,0,NY
332,10,0,,0.294,4541,0,NC
333,10,0,,0.0,0,0,ND
334,10,0,,0.0,0,0,OH
335,10,1,over,0.9179999999999999,10231,0,OK
336,10,0,,0.0,0,0,OR
337,10,0,,0.0,0,0,PA
338,10,0,,0.0,0,0,RI
339,10,1,over,0.406,12181,0,SC
340,10,0,,0.0,0,0,SD
341,10,0,,0.0,0,0,TN
342,10,1,over,0.945,97053,0,TX
343,10,0,,0.0,0,0,UT
344,10,0,,0.0,0,0,VT
345,10,0,,0.368,452,0,VA
346,10,0,,0.0,0,0,WA
347,10,0,,0.0,0,0,WV
348,10,0,,0.0,0,0,WI
349,10,0,,0.0,0,0,WY
350,11,1,over,0.887,18561,8,AL
351,11,1,over,0.706,125,7,AK
352,11,1,under,1.0,9678,11703,AZ
353,11,1,over,0.985,21005,2870,AR
354,11,1,over,0.976,178064,71497,CA
355,11,1,over,0.6559999999999999,48996,10117,CO
356,11,1,over,0.8590000000000001,2817,0,CT
357,11,1,over,0.892,2200,9,DE
358,11,1,under,0.9279999999999999,81246,373580,FL
359,11,1,over,0.6679999999999999,24948,110,GA
360,11,1,over,0.983,28025,406,HI
361,11,1,over,0.975,208181,50111,ID
362,11,1,over,0.828,23969,0,IL
363,11,1,over,0.49,16055,0,IN
364,11,1,over,0.461,2983,0,IA
365,11,1,over,0.698,52251,1809,KS
366,11,0,,0.285,3444,10,KY
367,11,1,over,0.502,8688,7272,LA
368,11,0,,0.379,1209,0,ME
369,11,1,over,0.825,9457,0,MD
370,11,1,over,0.568,2406,15,MA
371,11,1,over,0.509,32199,36,MI
372,11,0,,0.375,11458,19446,MN
373,11,1,over,0.606,5979,23,MS
374,11,1,over,0.895,5861,4764,MO
375,11,1,under,0.7170000000000001,55072,55551,MT
376,11,1,over,0.978,106255,2100,NE
377,11,1,over,1.0,5790,2291,NV
378,11,1,over,1.0,717,16,NH
379,11,1,over,0.8740000000000001,16923,64,NJ
380,11,1,under,1.0,3161,3724,NM
381,11,1,over,0.613,8061,6,NY
382,11,1,over,0.426,22026,61,NC
383,11,0,,0.341,8235,9839,ND
384,11,1,over,0.504,8214,8,OH
385,11,1,over,0.813,28284,0,OK
386,11,1,over,0.579,179988,11902,OR
387,11,0,,0.195,2981,7,PA
388,11,1,over,0.9329999999999999,2230,0,RI
389,11,1,over,0.9279999999999999,21675,8,SC
390,11,1,over,0.62,9190,360,SD
391,11,1,over,0.544,7677,5,TN
392,11,1,over,0.8859999999999999,121510,26379,TX
393,11,1,over,0.966,5201,702,UT
394,11,1,over,0.626,320,6,VT
395,11,1,over,0.478,10535,0,VA
396,11,1,over,0.9179999999999999,163512,9981,WA
397,11,1,over,0.436,421,0,WV
398,11,1,over,0.42,10033,49,WI
399,11,1,under,0.983,21562,24592,WY
400,12,1,over,0.941,517,115,AL
401,12,0,,0.0,0,0,AK
402,12,1,over,1.0,798,584,AZ
403,12,1,under,1.0,0,2944,AR
404,12,1,under,0.983,110,28310,CA
405,12,1,over,1.0,4002,616,CO
406,12,0,,0.07400000000000001,74,0,CT
407,12,1,over,0.976,7562,1,DE
408,12,1,under,0.9520000000000001,9059,13227,FL
409,12,1,over,0.9059999999999999,16058,923,GA
410,12,1,under,1.0,6,15,HI
411,12,1,over,1.0,5887,4345,ID
412,12,1,over,0.887,7029,58,IL
413,12,1,over,0.595,963,151,IN
414,12,1,over,0.6990000000000001,268,138,IA
415,12,1,under,0.987,56,550,KS
416,12,0,,0.27,25,269,KY
417,12,1,over,1.0,4,3,LA
418,12,1,over,0.893,437,14,ME
419,12,1,over,0.9179999999999999,4520,360,MD
420,12,1,over,0.648,3089,0,MA
421,12,1,over,0.8270000000000001,7980,18,MI
422,12,1,over,0.774,9194,1,MN
423,12,1,over,1.0,47,6,MS
424,12,1,under,0.846,134,180,MO
425,12,1,over,1.0,122,11,MT
426,12,1,over,1.0,2600,28,NE
427,12,1,under,1.0,0,600,NV
428,12,1,over,0.76,1061,21,NH
429,12,1,over,0.847,2616,1079,NJ
430,12,1,under,1.0,0,316,NM
431,12,0,,0.384,6979,338,NY
432,12,1,over,0.562,1517,342,NC
433,12,1,over,1.0,13,1,ND
434,12,1,over,0.7979999999999999,4470,2278,OH
435,12,1,over,1.0,285,0,OK
436,12,1,over,1.0,34036,138,OR
437,12,1,under,0.441,696,1708,PA
438,12,0,,0.0,0,0,RI
439,12,1,under,1.0,728,1013,SC
440,12,0,,0.2,25,10,SD
441,12,1,under,0.919,337,425,TN
442,12,1,under,1.0,8,181,TX
443,12,1,under,1.0,40,530,UT
444,12,0,,0.368,103,22,VT
445,12,1,over,0.708,268,136,VA
446,12,1,over,1.0,68166,258,WA
447,12,1,over,0.902,13,6,WV
448,12,1,over,0.961,57448,9,WI
449,12,0,,0.013999999999999999,0,10,WY
450,14,1,under,0.835,2757,3189,AL
451,14,1,over,0.8270000000000001,414,204,AK
452,14,1,under,1.0,15396,87576,AZ
453,14,1,under,0.72,307,7384,AR
454,14,1,under,1.0,280298,737738,CA
455,14,1,over,1.0,76399,15214,CO
456,14,0,,0.282,229,1231,CT
457,14,1,over,0.885,13385,2545,DE
458,14,1,under,0.9309999999999999,52201,118740,FL
459,14,1,over,0.927,78903,16083,GA
460,14,1,under,0.996,838,5951,HI
461,14,1,over,1.0,363937,17761,ID
462,14,1,over,0.8859999999999999,23970,2714,IL
463,14,1,over,0.7090000000000001,8258,3054,IN
464,14,1,over,0.701,1136,556,IA
465,14,1,under,0.985,1787,2353,KS
466,14,1,under,0.5820000000000001,183,1825,KY
467,14,1,under,0.449,329,2857,LA
468,14,0,,0.313,6299,597,ME
469,14,1,over,0.887,10362,4317,MD
470,14,1,over,0.731,7599,691,MA
471,14,1,over,0.81,76512,4419,MI
472,14,1,over,0.8220000000000001,45740,670,MN
473,14,1,over,1.0,316,37,MS
474,14,1,over,0.9740000000000001,12533,2325,MO
475,14,1,over,1.0,5152,118,MT
476,14,1,over,0.7509999999999999,9929,243,NE
477,14,1,over,1.0,5619,3013,NV
478,14,1,under,0.784,1075,1505,NH
479,14,1,over,0.82,20193,11413,NJ
480,14,1,over,1.0,12203,11305,NM
481,14,1,over,0.499,21475,4403,NY
482,14,1,under,0.685,8221,9286,NC
483,14,1,over,0.85,29270,13,ND
484,14,1,over,0.823,10724,8691,OH
485,14,1,over,0.9740000000000001,3321,296,OK
486,14,1,over,0.924,111186,11072,OR
487,14,1,under,0.5589999999999999,2899,8574,PA
488,14,1,over,0.9009999999999999,235,207,RI
489,14,1,under,0.851,7719,9132,SC
490,14,0,,0.308,197,36,SD
491,14,1,under,0.7290000000000001,2351,4094,TN
492,14,1,under,0.9990000000000001,30187,32834,TX
493,14,1,over,1.0,2124,1721,UT
494,14,1,over,0.6890000000000001,925,381,VT
495,14,1,over,0.623,4820,2612,VA
496,14,1,over,0.9990000000000001,258992,10354,WA
497,14,1,under,0.639,184,241,WV
498,14,1,over,0.951,192893,418,WI
499,14,1,under,0.609,23,1065,WY
500,21,0,,0.0,0,0,AL
501,21,0,,0.0,0,0,AK
502,21,1,under,0.965,12362,48710,AZ
503,21,0,,0.0,0,0,AR
504,21,1,under,0.752,29285,48238,CA
505,21,1,over,0.8690000000000001,54046,4060,CO
506,21,0,,0.0,0,0,CT
507,21,0,,0.161,1495,0,DE
508,21,1,over,0.875,3443,0,FL
509,21,0,,0.255,3615,0,GA
510,21,0,,0.0,0,0,HI
511,21,1,over,0.8220000000000001,407572,34429,ID
512,21,0,,0.204,300,0,IL
513,21,0,,0.016,32,0,IN
514,21,0,,0.005,10,0,IA
515,21,0,,0.09,13532,137,KS
516,21,0,,0.047,42,0,KY
517,21,0,,0.0,0,0,LA
518,21,0,,0.055,387,0,ME
519,21,0,,0.174,1264,0,MD
520,21,0,,0.0,0,0,MA
521,21,0,,0.163,1107,0,MI
522,21,0,,0.11800000000000001,2026,0,MN
523,21,0,,0.0,0,0,MS
524,21,0,,0.0,0,0,MO
525,21,1,over,0.584,130346,112525,MT
526,21,0,,0.063,14904,0,NE
527,21,1,over,0.9079999999999999,5323,4172,NV
528,21,1,over,0.985,193,0,NH
529,21,0,,0.0,0,0,NJ
530,21,1,over,1.0,6591,5113,NM
531,21,0,,0.172,387,0,NY
532,21,1,over,0.79,1712,0,NC
533,21,0,,0.281,3115,3924,ND
534,21,0,,0.0,0,0,OH
535,21,1,over,0.48200000000000004,6192,0,OK
536,21,1,over,0.6920000000000001,12376,2531,OR
537,21,0,,0.017,105,0,PA
538,21,0,,0.0,0,0,RI
539,21,0,,0.0,0,0,SC
540,21,0,,0.16,418,731,SD
541,21,1,over,0.748,193,0,TN
542,21,1,over,0.8240000000000001,91518,0,TX
543,21,1,over,0.927,25079,18678,UT
544,21,0,,0.0,0,0,VT
545,21,0,,0.0,0,0,VA
546,21,1,over,0.878,19556,1853,WA
547,21,1,over,1.0,3,0,WV
548,21,0,,0.09699999999999999,1889,0,WI
549,21,1,over,0.684,38128,36555,WY
550,22,0,,0.057999999999999996,2500,0,AL
551,22,0,,0.0,0,0,AK
552,22,1,under,1.0,11145,54156,AZ
553,22,0,,0.044000000000000004,6026,8318,AR
554,22,1,under,0.956,121181,218007,CA
555,22,0,,0.185,87972,14500,CO
556,22,0,,0.0,0,0,CT
557,22,0,,0.217,9694,0,DE
558,22,1,over,1.0,200,0,FL
559,22,0,,0.395,50584,0,GA
560,22,0,,0.0,0,0,HI
561,22,1,over,0.9390000000000001,643845,56356,ID
562,22,0,,0.091,3441,0,IL
563,22,0,,0.141,4907,0,IN
564,22,0,,0.0,0,0,IA
565,22,0,,0.168,464686,6475,KS
566,22,0,,0.075,1630,0,KY
567,22,0,,0.16699999999999998,2460,9492,LA
568,22,0,,0.0,0,0,ME
569,22,0,,0.14300000000000002,5873,0,MD
570,22,0,,0.0,0,0,MA
571,22,0,,0.275,11629,0,MI
572,22,0,,0.10099999999999999,5559,0,MN
573,22,0,,0.019,1333,1667,MS
574,22,0,,0.209,25472,5494,MO
575,22,0,,0.182,93884,71086,MT
576,22,0,,0.145,119844,1929,NE
577,22,1,over,0.898,14519,2404,NV
578,22,0,,0.0,0,0,NH
579,22,0,,0.081,730,0,NJ
580,22,1,over,0.5870000000000001,54983,1384,NM
581,22,0,,0.11699999999999999,790,0,NY
582,22,0,,0.125,6647,0,NC
583,22,0,,0.08900000000000001,11808,5714,ND
584,22,0,,0.03,175,0,OH
585,22,0,,0.256,94388,2560,OK
586,22,1,over,0.53,123347,26083,OR
587,22,0,,0.0,0,0,PA
588,22,0,,0.0,0,0,RI
589,22,0,,0.158,5272,0,SC
590,22,0,,0.033,1620,202,SD
591,22,0,,0.054000000000000006,3060,0,TN
592,22,1,over,0.505,426724,13322,TX
593,22,1,under,0.7440000000000001,15648,25308,UT
594,22,0,,0.0,0,0,VT
595,22,0,,0.081,2230,0,VA
596,22,1,over,0.539,209665,17393,WA
597,22,0,,0.0,0,0,WV
598,22,0,,0.163,2377,0,WI
599,22,0,,0.331,5836,2050,WY
600,23,0,,0.057999999999999996,2500,0,AL
601,23,0,,0.0,0,0,AK
602,23,1,under,1.0,11145,54156,AZ
603,23,0,,0.044000000000000004,6026,8318,AR
604,23,1,under,0.956,121181,218007,CA
605,23,0,,0.185,87972,14500,CO
606,23,0,,0.0,0,0,CT
607,23,0,,0.217,9694,0,DE
608,23,1,over,1.0,200,0,FL
609,23,0,,0.395,50584,0,GA
610,23,0,,0.0,0,0,HI
611,23,1,over,0.9390000000000001,643845,56356,ID
612,23,0,,0.091,3441,0,IL
613,23,0,,0.141,4907,0,IN
614,23,0,,0.0,0,0,IA
615,23,0,,0.168,464686,6475,KS
616,23,0,,0.075,1630,0,KY
617,23,0,,0.16699999999999998,2460,9492,LA
618,23,0,,0.0,0,0,ME
619,23,0,,0.14300000000000002,5873,0,MD
620,23,0,,0.0,0,0,MA
621,23,0,,0.275,11629,0,MI
622,23,0,,0.10099999999999999,5559,0,MN
623,23,0,,0.019,1333,1667,MS
624,23,0,,0.209,25472,5494,MO
625,23,0,,0.182,93884,71086,MT
626,23,0,,0.145,119844,1929,NE
627,23,1,over,0.898,14519,2404,NV
628,23,0,,0.0,0,0,NH
629,23,0,,0.081,730,0,NJ
630,23,1,over,0.5870000000000001,54983,1384,NM
631,23,0,,0.11699999999999999,790,0,NY
632,23,0,,0.125,6647,0,NC
633,23,0,,0.08900000000000001,11808,5714,ND
634,23,0,,0.03,175,0,OH
635,23,0,,0.256,94388,2560,OK
636,23,1,over,0.53,123347,26083,OR
637,23,0,,0.0,0,0,PA
638,23,0,,0.0,0,0,RI
639,23,0,,0.158,5272,0,SC
640,23,0,,0.033,1620,202,SD
641,23,0,,0.054000000000000006,3060,0,TN
642,23,1,over,0.505,426724,13322,TX
643,23,1,under,0.7440000000000001,15648,25308,UT
644,23,0,,0.0,0,0,VT
645,23,0,,0.081,2230,0,VA
646,23,1,over,0.539,209665,17393,WA
647,23,0,,0.0,0,0,WV
648,23,0,,0.163,2377,0,WI
649,23,0,,0.331,5836,2050,WY
650,24,0,,0.057999999999999996,2500,0,AL
651,24,0,,0.0,0,0,AK
652,24,1,under,1.0,11145,54156,AZ
653,24,0,,0.044000000000000004,6026,8318,AR
654,24,1,under,0.956,121181,218007,CA
655,24,0,,0.185,87972,14500,CO
656,24,0,,0.0,0,0,CT
657,24,0,,0.217,9694,0,DE
658,24,1,over,1.0,200,0,FL
659,24,0,,0.395,50584,0,GA
660,24,0,,0.0,0,0,HI
661,24,1,over,0.9390000000000001,643845,56356,ID
662,24,0,,0.091,3441,0,IL
663,24,0,,0.141,4907,0,IN
664,24,0,,0.0,0,0,IA
665,24,0,,0.168,464686,6475,KS
666,24,0,,0.075,1630,0,KY
667,24,0,,0.16699999999999998,2460,9492,LA
668,24,0,,0.0,0,0,ME
669,24,0,,0.14300000000000002,5873,0,MD
670,24,0,,0.0,0,0,MA
671,24,0,,0.275,11629,0,MI
672,24,0,,0.10099999999999999,5559,0,MN
673,24,0,,0.019,1333,1667,MS
674,24,0,,0.209,25472,5494,MO
675,24,0,,0.182,93884,71086,MT
676,24,0,,0.145,119844,1929,NE
677,24,1,over,0.898,14519,2404,NV
678,24,0,,0.0,0,0,NH
679,24,0,,0.081,730,0,NJ
680,24,1,over,0.5870000000000001,54983,1384,NM
681,24,0,,0.11699999999999999,790,0,NY
682,24,0,,0.125,6647,0,NC
683,24,0,,0.08900000000000001,11808,5714,ND
684,24,0,,0.03,175,0,OH
685,24,0,,0.256,94388,2560,OK
686,24,1,over,0.53,123347,26083,OR
687,24,0,,0.0,0,0,PA
