weather_grid,state,county,fips
2785,TX,Hall,48191
2822,AR,Arkansas,5001
2080,AZ,Maricopa,4013
2207,SC,Berkeley,45015
1757,CA,Imperial,6025
2784,TX,Hall,48191
2823,AR,Arkansas,5001
1916,AZ,Yuma,4027
2596,NM,Lincoln,35027
2669,AL,Cullman,1043
2416,NM,Catron,35003
2511,GA,Gwinnett,13135
1603,CA,San Diego,6073
2783,TX,Briscoe,48045
2824,AR,Phillips,5107
2245,AZ,Gila,4007
2358,SC,Aiken,45003
2782,TX,Briscoe,48045
2825,MS,Coahoma,28027
2595,NM,Lincoln,35027
2670,AL,Cullman,1043
2079,AZ,Maricopa,4013
2208,SC,Berkeley,45015
2415,NM,Catron,35003
2512,GA,Gwinnett,13135
2781,TX,Swisher,48437
2826,MS,Quitman,28119
1756,CA,Imperial,6025
1915,AZ,Yuma,4027
2244,AZ,Gila,4007
2359,SC,Aiken,45003
2780,TX,Swisher,48437
2827,MS,Panola,28107
2594,NM,Lincoln,35027
2671,AL,Blount,1009
1602,CA,San Diego,6073
2779,TX,Castro,48069
2828,MS,Panola,28107
2414,NM,Catron,35003
2513,GA,Walton,13297
2078,AZ,Maricopa,4013
2209,SC,Georgetown,45043
2593,NM,Lincoln,35027
2672,AL,Etowah,1055
2778,TX,Castro,48069
2829,MS,Lafayette,28071
2243,AZ,Gila,4007
2360,SC,Aiken,45003
1914,AZ,Yuma,4027
1755,CA,Imperial,6025
2413,NM,Catron,35003
2514,GA,Oconee,13219
2777,TX,Parmer,48369
2830,MS,Lafayette,28071
2592,NM,Socorro,35053
2673,AL,Etowah,1055
2077,AZ,Maricopa,4013
2210,SC,Georgetown,45043
2776,TX,Parmer,48369
2831,MS,Pontotoc,28115
1601,CA,San Diego,6073
2242,AZ,Gila,4007
2361,SC,Orangeburg,45075
2591,NM,Socorro,35053
2674,AL,Cherokee,1019
2412,NM,Catron,35003
2515,GA,Oglethorpe,13221
2775,NM,Curry,35009
2832,MS,Union,28145
1913,AZ,La Paz,4012
1754,CA,Imperial,6025
2774,NM,Curry,35009
2833,MS,Lee,28081
2590,NM,Socorro,35053
2675,GA,Floyd,13115
2076,AZ,Maricopa,4013
2241,AZ,Gila,4007
2362,SC,Calhoun,45017
2411,AZ,Apache,4001
2516,GA,Wilkes,13317
2773,NM,Curry,35009
2834,MS,Itawamba,28057
2976,OK,Coal,40029
2977,OK,Pittsburg,40121
2975,OK,Coal,40029
2978,OK,Pittsburg,40121
2974,OK,Pontotoc,40123
2979,OK,Pushmataha,40127
2973,OK,Pontotoc,40123
2980,OK,Pushmataha,40127
2972,OK,Murray,40099
2981,OK,Le Flore,40079
2971,OK,Garvin,40049
2982,OK,Le Flore,40079
2589,NM,Socorro,35053
2676,GA,Floyd,13115
1912,AZ,La Paz,4012
2970,OK,Stephens,40137
2983,AR,Polk,5113
2969,OK,Stephens,40137
2984,AR,Polk,5113
2772,NM,Roosevelt,35041
2835,AL,Franklin,1059
1753,CA,San Diego,6073
2968,OK,Stephens,40137
2985,AR,Montgomery,5097
2410,AZ,Apache,4001
2517,GA,Wilkes,13317
2075,AZ,Maricopa,4013
2240,AZ,Maricopa,4013
2363,SC,Calhoun,45017
2967,OK,Comanche,40031
2986,AR,Montgomery,5097
2966,OK,Comanche,40031
2987,AR,Garland,5051
2588,NM,Socorro,35053
2677,GA,Bartow,13015
2771,NM,De Baca,35011
2836,AL,Franklin,1059
2965,OK,Kiowa,40075
2988,AR,Garland,5051
2964,OK,Jackson,40065
2989,AR,Saline,5125
2963,OK,Jackson,40065
2990,AR,Saline,5125
1911,CA,Imperial,6025
2770,NM,De Baca,35011
2837,AL,Franklin,1059
2409,AZ,Apache,4001
2518,SC,McCormick,45065
2962,OK,Jackson,40065
2991,AR,Saline,5125
2239,AZ,Maricopa,4013
2364,SC,Clarendon,45027
2587,NM,Socorro,35053
2678,GA,Cherokee,13057
2074,AZ,Yuma,4027
1752,CA,San Diego,6073
2961,OK,Harmon,40057
2992,AR,Pulaski,5119
2769,NM,De Baca,35011
2838,AL,Lawrence,1079
2960,TX,Childress,48075
2993,AR,Lonoke,5085
2408,AZ,Navajo,4017
2519,SC,Edgefield,45037
2586,NM,Socorro,35053
2679,GA,Cherokee,13057
2959,TX,Childress,48075
2994,AR,Prairie,5117
2768,NM,De Baca,35011
2839,AL,Lawrence,1079
2238,AZ,Maricopa,4013
2365,SC,Clarendon,45027
1910,CA,Imperial,6025
2958,TX,Hall,48191
2995,AR,Monroe,5095
2073,AZ,Yuma,4027
2957,TX,Hall,48191
2996,AR,Monroe,5095
1751,CA,San Diego,6073
2585,NM,Catron,35003
2680,GA,Forsyth,13117
2767,NM,Guadalupe,35019
2840,AL,Morgan,1103
2407,AZ,Gila,4007
2520,SC,Edgefield,45037
2956,TX,Briscoe,48045
2997,AR,Phillips,5107
2955,TX,Briscoe,48045
2998,AR,Phillips,5107
2237,AZ,Maricopa,4013
2366,SC,Williamsburg,45089
2766,NM,Torrance,35057
2841,AL,Morgan,1103
2584,NM,Catron,35003
2681,GA,Hall,13139
1909,CA,Imperial,6025
2954,TX,Swisher,48437
2999,MS,Tunica,28143
2072,AZ,Yuma,4027
2406,AZ,Gila,4007
2521,SC,Saluda,45081
2765,NM,Torrance,35057
2842,AL,Marshall,1095
2953,TX,Swisher,48437
3000,MS,Tate,28137
1750,CA,San Diego,6073
2583,NM,Catron,35003
2682,GA,Jackson,13157
2236,AZ,Maricopa,4013
2367,SC,Williamsburg,45089
2952,TX,Castro,48069
3001,MS,Tate,28137
2764,NM,Torrance,35057
2843,AL,Marshall,1095
2405,AZ,Gila,4007
2522,SC,Lexington,45063
2951,TX,Castro,48069
3002,MS,Marshall,28093
2071,AZ,Yuma,4027
1908,CA,Imperial,6025
2582,NM,Catron,35003
2683,GA,Jackson,13157
2950,TX,Parmer,48369
3003,MS,Marshall,28093
2763,NM,Torrance,35057
2844,AL,De Kalb,1049
2235,AZ,Maricopa,4013
2368,SC,Georgetown,45043
1749,CA,San Diego,6073
2949,TX,Parmer,48369
3004,MS,Benton,28009
2404,AZ,Gila,4007
2523,SC,Lexington,45063
2762,NM,Torrance,35057
2845,AL,Cherokee,1019
2581,NM,Catron,35003
2684,GA,Madison,13195
2070,AZ,La Paz,4012
2948,NM,Curry,35009
3005,MS,Tippah,28139
1907,CA,Imperial,6025
2234,AZ,Maricopa,4013
2369,SC,Horry,45051
2947,NM,Curry,35009
3006,MS,Prentiss,28117
2761,NM,Socorro,35053
2846,GA,Chattooga,13055
2403,AZ,Gila,4007
2524,SC,Richland,45079
2580,AZ,Apache,4001
2685,GA,Elbert,13105
2946,NM,Curry,35009
3007,MS,Prentiss,28117
3153,OK,Hughes,40063
3154,OK,Pittsburg,40121
3152,OK,Hughes,40063
3155,OK,Pittsburg,40121
3151,OK,Pontotoc,40123
3156,OK,Latimer,40077
3150,OK,Pontotoc,40123
3157,OK,Latimer,40077
2069,AZ,La Paz,4012
3149,OK,McClain,40087
3158,OK,Le Flore,40079
2760,NM,Socorro,35053
2847,GA,Floyd,13115
3148,OK,McClain,40087
3159,OK,Le Flore,40079
3147,OK,McClain,40087
3160,AR,Scott,5127
1906,CA,San Diego,6073
3146,OK,Grady,40051
3161,AR,Scott,5127
2945,NM,Quay,35037
3008,AL,Colbert,1033
2233,AZ,Maricopa,4013
2579,AZ,Apache,4001
2686,SC,Abbeville,45001
3145,OK,Caddo,40015
3162,AR,Scott,5127
2402,AZ,Gila,4007
2525,SC,Richland,45079
3144,OK,Caddo,40015
3163,AR,Yell,5149
3143,OK,Kiowa,40075
3164,AR,Yell,5149
2759,NM,Socorro,35053
2848,GA,Bartow,13015
2944,NM,Quay,35037
3009,AL,Colbert,1033
3142,OK,Kiowa,40075
3165,AR,Perry,5105
3141,OK,Kiowa,40075
3166,AR,Perry,5105
2068,CA,Imperial,6025
2578,AZ,Apache,4001
2687,SC,Abbeville,45001
3140,OK,Greer,40055
3167,AR,Pulaski,5119
2943,NM,De Baca,35011
3010,AL,Colbert,1033
2401,AZ,Maricopa,4013
2526,SC,Sumter,45085
2758,NM,Socorro,35053
2849,GA,Cherokee,13057
1905,CA,San Diego,6073
2232,AZ,La Paz,4012
3139,OK,Greer,40055
3168,AR,Pulaski,5119
3138,OK,Harmon,40057
3169,AR,Pulaski,5119
2942,NM,Guadalupe,35019
3011,AL,Lawrence,1079
3137,TX,Collingsworth,48087
3170,AR,Lonoke,5085
2577,AZ,Navajo,4017
2688,SC,Greenwood,45047
2757,NM,Socorro,35053
2850,GA,Cherokee,13057
3136,TX,Collingsworth,48087
3171,AR,Prairie,5117
2067,CA,Imperial,6025
2400,AZ,Maricopa,4013
2527,SC,Sumter,45085
2941,NM,Guadalupe,35019
3012,AL,Lawrence,1079
3135,TX,Donley,48129
3172,AR,Prairie,5117
2231,AZ,La Paz,4012
1904,CA,San Diego,6073
3134,TX,Donley,48129
3173,AR,Monroe,5095
2756,NM,Catron,35003
2851,GA,Dawson,13085
2940,NM,Guadalupe,35019
3013,AL,Limestone,1083
2576,AZ,Navajo,4017
2689,SC,Saluda,45081
3133,TX,Armstrong,48011
3174,AR,Lee,5077
2399,AZ,Maricopa,4013
2528,SC,Williamsburg,45089
3132,TX,Armstrong,48011
3175,AR,Lee,5077
2939,NM,Torrance,35057
3014,AL,Madison,1089
2066,CA,Imperial,6025
2755,NM,Catron,35003
2852,GA,Hall,13139
2230,AZ,La Paz,4012
3131,TX,Armstrong,48011
3176,AR,Crittenden,5035
2575,AZ,Navajo,4017
2690,SC,Saluda,45081
1903,CA,San Diego,6073
2938,NM,Torrance,35057
3015,AL,Madison,1089
3130,TX,Randall,48381
3177,MS,De Soto,28033
2398,AZ,Maricopa,4013
2529,SC,Florence,45041
2754,NM,Catron,35003
2853,GA,Banks,13011
3129,TX,Randall,48381
3178,MS,De Soto,28033
2937,NM,Torrance,35057
3016,AL,Jackson,1071
2574,AZ,Navajo,4017
2691,SC,Lexington,45063
2065,CA,Imperial,6025
2229,AZ,La Paz,4012
3128,TX,Deaf Smith,48117
3179,MS,Marshall,28093
2753,NM,Catron,35003
2854,GA,Franklin,13119
3127,TX,Deaf Smith,48117
3180,MS,Marshall,28093
2936,NM,Torrance,35057
3017,AL,Jackson,1071
1902,CA,San Diego,6073
2397,AZ,Maricopa,4013
2530,SC,Marion,45067
2573,AZ,Gila,4007
2692,SC,Richland,45079
3126,TX,Deaf Smith,48117
3181,MS,Benton,28009
2228,AZ,La Paz,4012
2935,NM,Torrance,35057
3018,AL,De Kalb,1049
2752,NM,Catron,35003
2855,GA,Franklin,13119
2064,CA,Imperial,6025
3125,NM,Curry,35009
3182,MS,Tippah,28139
2396,AZ,Maricopa,4013
2531,SC,Horry,45051
3124,NM,Quay,35037
3183,MS,Alcorn,28003
2934,NM,Valencia,35061
3019,GA,Walker,13295
2572,AZ,Gila,4007
2693,SC,Richland,45079
2751,AZ,Apache,4001
2856,GA,Hart,13147
3123,NM,Quay,35037
3184,MS,Alcorn,28003
2227,CA,Riverside,6065
3332,OK,Hughes,40063
3333,OK,Pittsburg,40121
3331,OK,Hughes,40063
3334,OK,Pittsburg,40121
3330,OK,Seminole,40133
3335,OK,Pittsburg,40121
3329,OK,Pottawatomie,40125
3336,OK,Haskell,40061
2063,CA,San Diego,6073
2933,NM,Valencia,35061
3020,GA,Walker,13295
3328,OK,Pottawatomie,40125
3337,OK,Le Flore,40079
3327,OK,Cleveland,40027
3338,OK,Le Flore,40079
3326,OK,McClain,40087
3339,AR,Sebastian,5131
2395,AZ,Maricopa,4013
2532,SC,Horry,45051
3122,NM,Quay,35037
3185,MS,Tishomingo,28141
3325,OK,Grady,40051
3340,AR,Logan,5083
2571,AZ,Gila,4007
2694,SC,Kershaw,45055
2750,AZ,Apache,4001
2857,SC,Anderson,45007
3324,OK,Caddo,40015
3341,AR,Logan,5083
3323,OK,Caddo,40015
3342,AR,Yell,5149
2932,NM,Valencia,35061
3021,GA,Murray,13213
3322,OK,Washita,40149
3343,AR,Yell,5149
3121,NM,Quay,35037
3186,AL,Lauderdale,1077
3321,OK,Washita,40149
3344,AR,Yell,5149
2226,CA,Riverside,6065
3320,OK,Washita,40149
3345,AR,Conway,5029
2749,AZ,Apache,4001
2858,SC,Abbeville,45001
3319,OK,Beckham,40009
3346,AR,Conway,5029
3120,NM,Guadalupe,35019
3187,AL,Lauderdale,1077
2062,CA,San Diego,6073
2570,AZ,Yavapai,4025
2695,SC,Lee,45061
2394,AZ,La Paz,4012
2533,SC,Horry,45051
2931,NM,Cibola,35006
3022,GA,Gilmer,13123
3318,OK,Beckham,40009
3347,AR,Faulkner,5045
3317,OK,Beckham,40009
3348,AR,Faulkner,5045
3119,NM,Guadalupe,35019
3188,AL,Lauderdale,1077
3316,TX,Collingsworth,48087
3349,AR,White,5145
2748,AZ,Navajo,4017
2859,SC,Laurens,45059
2930,NM,Cibola,35006
3023,GA,Gilmer,13123
2225,CA,Riverside,6065
3315,TX,Collingsworth,48087
3350,AR,White,5145
2569,AZ,Yavapai,4025
2696,SC,Lee,45061
3118,NM,Guadalupe,35019
3189,AL,Limestone,1083
2393,AZ,La Paz,4012
3314,TX,Donley,48129
3351,AR,Woodruff,5147
2061,CA,San Diego,6073
3313,TX,Donley,48129
3352,AR,Woodruff,5147
2929,NM,Cibola,35006
3024,GA,Lumpkin,13187
3117,NM,Guadalupe,35019
3190,AL,Limestone,1083
2747,AZ,Navajo,4017
2860,SC,Laurens,45059
3312,TX,Armstrong,48011
3353,AR,St Francis,5123
2568,AZ,Yavapai,4025
2697,SC,Florence,45041
2224,CA,Riverside,6065
3311,TX,Armstrong,48011
3354,AR,St Francis,5123
3116,NM,Torrance,35057
3191,AL,Madison,1089
2392,AZ,La Paz,4012
2928,NM,Cibola,35006
3025,GA,Lumpkin,13187
3310,TX,Randall,48381
3355,AR,Crittenden,5035
2746,AZ,Navajo,4017
2861,SC,Newberry,45071
2060,CA,San Diego,6073
3115,NM,Torrance,35057
3192,AL,Madison,1089
3309,TX,Randall,48381
3356,TN,Shelby,47157
2567,AZ,Yavapai,4025
2698,SC,Florence,45041
2927,NM,Cibola,35006
3026,GA,Habersham,13137
3308,TX,Randall,48381
3357,TN,Shelby,47157
2223,CA,Riverside,6065
2391,AZ,La Paz,4012
3114,NM,Torrance,35057
3193,AL,Jackson,1071
2745,AZ,Navajo,4017
2862,SC,Fairfield,45039
3307,TX,Deaf Smith,48117
3358,TN,Fayette,47047
2926,NM,Cibola,35006
3027,GA,Stephens,13257
2059,CA,San Diego,6073
3306,TX,Deaf Smith,48117
3359,TN,Fayette,47047
3113,NM,Torrance,35057
3194,AL,Jackson,1071
2566,AZ,Yavapai,4025
2699,SC,Marion,45067
2744,AZ,Coconino,4005
2863,SC,Fairfield,45039
3305,TX,Deaf Smith,48117
3360,TN,Hardeman,47069
2390,AZ,La Paz,4012
2222,CA,Riverside,6065
2925,NM,Cibola,35006
3028,SC,Oconee,45073
3112,NM,Bernalillo,35001
3195,AL,Jackson,1071
3304,NM,Quay,35037
3361,TN,Hardeman,47069
2565,AZ,Yavapai,4025
2700,SC,Horry,45051
2058,CA,San Diego,6073
2743,AZ,Gila,4007
2864,SC,Fairfield,45039
3111,NM,Valencia,35061
3196,GA,Walker,13295
3303,NM,Quay,35037
3362,TN,McNairy,47109
2924,AZ,Apache,4001
3029,SC,Oconee,45073
2389,CA,Riverside,6065
3302,NM,Quay,35037
3363,TN,McNairy,47109
2221,CA,Riverside,6065
3512,OK,Okfuskee,40107
3513,OK,McIntosh,40091
3511,OK,Okfuskee,40107
3514,OK,McIntosh,40091
3510,OK,Seminole,40133
3515,OK,McIntosh,40091
3509,OK,Pottawatomie,40125
3516,OK,Muskogee,40101
3110,NM,Bernalillo,35001
3197,GA,Catoosa,13047
3508,OK,Pottawatomie,40125
3517,OK,Sequoyah,40135
3507,OK,Cleveland,40027
3518,OK,Sequoyah,40135
2564,AZ,Yavapai,4025
2701,SC,Horry,45051
3506,OK,Cleveland,40027
3519,AR,Sebastian,5131
2742,AZ,Gila,4007
2865,SC,Kershaw,45055
3301,NM,Quay,35037
3364,TN,Hardin,47071
2923,AZ,Apache,4001
3030,SC,Anderson,45007
3505,OK,Canadian,40017
3520,AR,Sebastian,5131
3504,OK,Caddo,40015
3521,AR,Franklin,5047
3503,OK,Caddo,40015
3522,AR,Logan,5083
3109,NM,Valencia,35061
3198,GA,Whitfield,13313
3502,OK,Washita,40149
3523,AR,Johnson,5071
3300,NM,Guadalupe,35019
3365,TN,Wayne,47181
2388,CA,Riverside,6065
3501,OK,Washita,40149
3524,AR,Pope,5115
3500,OK,Washita,40149
3525,AR,Pope,5115
2922,AZ,Apache,4001
3031,SC,Greenville,45045
2220,CA,Riverside,6065
2741,AZ,Gila,4007
2866,SC,Kershaw,45055
2563,AZ,La Paz,4012
2702,NC,Columbus,37047
3299,NM,Guadalupe,35019
3366,TN,Wayne,47181
3499,OK,Beckham,40009
3526,AR,Conway,5029
3108,NM,Cibola,35006
3199,GA,Murray,13213
3498,OK,Beckham,40009
3527,AR,Van Buren,5141
3497,OK,Beckham,40009
3528,AR,Cleburne,5023
3298,NM,Guadalupe,35019
3367,TN,Lawrence,47099
2921,AZ,Navajo,4017
3032,SC,Laurens,45059
3496,TX,Wheeler,48483
3529,AR,Cleburne,5023
2387,CA,Riverside,6065
3107,NM,Cibola,35006
3200,GA,Fannin,13111
2740,AZ,Yavapai,4025
2867,SC,Darlington,45031
3495,TX,Wheeler,48483
3530,AR,White,5145
2562,AZ,La Paz,4012
2703,NC,Brunswick,37019
3297,NM,Guadalupe,35019
3368,TN,Giles,47055
2219,CA,Riverside,6065
3494,TX,Gray,48179
3531,AR,Woodruff,5147
3106,NM,Cibola,35006
3201,GA,Fannin,13111
3493,TX,Gray,48179
3532,AR,Jackson,5067
2920,AZ,Navajo,4017
3033,SC,Spartanburg,45083
3296,NM,Guadalupe,35019
3369,TN,Giles,47055
3492,TX,Carson,48065
3533,AR,Cross,5037
2739,AZ,Yavapai,4025
2868,SC,Darlington,45031
2386,CA,Riverside,6065
2561,AZ,La Paz,4012
2704,NC,Brunswick,37019
3491,TX,Carson,48065
3534,AR,Cross,5037
3295,NM,San Miguel,35047
3370,TN,Lincoln,47103
3105,NM,Cibola,35006
3202,GA,Union,13291
2218,CA,Riverside,6065
2919,AZ,Navajo,4017
3034,SC,Union,45087
3490,TX,Potter,48375
3535,AR,Crittenden,5035
3294,NM,San Miguel,35047
3371,TN,Lincoln,47103
3489,TX,Potter,48375
3536,AR,Crittenden,5035
2738,AZ,Yavapai,4025
2869,SC,Marlboro,45069
3104,NM,Cibola,35006
3203,GA,Rabun,13241
2385,CA,Riverside,6065
3488,TX,Potter,48375
3537,TN,Shelby,47157
2560,AZ,La Paz,4012
2705,NC,New Hanover,37129
2918,AZ,Navajo,4017
3035,SC,Chester,45023
3293,NM,Santa Fe,35049
3372,TN,Franklin,47051
2056,CA,Los Angeles,6037
3487,TX,Oldham,48359
3538,TN,Fayette,47047
2217,CA,Riverside,6065
3103,NM,Cibola,35006
3204,GA,Rabun,13241
2737,AZ,Yavapai,4025
2870,SC,Dillon,45033
3292,NM,Santa Fe,35049
3373,TN,Franklin,47051
3486,TX,Oldham,48359
3539,TN,Fayette,47047
2917,AZ,Coconino,4005
3036,SC,Chester,45023
2559,CA,San Bernardino,6071
3485,TX,Oldham,48359
3540,TN,Hardeman,47069
2384,CA,Riverside,6065
3102,NM,Cibola,35006
3205,SC,Oconee,45073
3291,NM,Bernalillo,35001
3374,TN,Marion,47115
3484,NM,Quay,35037
3541,TN,Hardeman,47069
2736,AZ,Yavapai,4025
2871,NC,Robeson,37155
2216,CA,Riverside,6065
2916,AZ,Coconino,4005
3037,SC,Lancaster,45057
3290,NM,Bernalillo,35001
3375,TN,Hamilton,47065
3483,NM,Quay,35037
3542,TN,Chester,47023
3101,AZ,Apache,4001
3206,SC,Pickens,45077
2558,CA,San Bernardino,6071
2383,CA,Riverside,6065
3482,NM,Quay,35037
3543,TN,Chester,47023
3696,OK,Okmulgee,40111
3697,OK,Okmulgee,40111
3695,OK,Okfuskee,40107
3698,OK,Muskogee,40101
3694,OK,Lincoln,40081
3699,OK,Muskogee,40101
3289,NM,Bernalillo,35001
3376,TN,Hamilton,47065
3693,OK,Lincoln,40081
3700,OK,Sequoyah,40135
2735,AZ,Yavapai,4025
2872,NC,Columbus,37047
3692,OK,Lincoln,40081
3701,OK,Sequoyah,40135
3691,OK,Oklahoma,40109
3702,OK,Sequoyah,40135
2915,AZ,Coconino,4005
3038,SC,Lancaster,45057
3690,OK,Oklahoma,40109
3703,AR,Crawford,5033
3100,AZ,Apache,4001
3207,SC,Pickens,45077
3481,NM,San Miguel,35047
3544,TN,Hardin,47071
3689,OK,Canadian,40017
3704,AR,Crawford,5033
2215,CA,Orange,6059
3688,OK,Canadian,40017
3705,AR,Franklin,5047
3687,OK,Blaine,40011
3706,AR,Johnson,5071
3288,NM,Bernalillo,35001
3377,TN,Bradley,47011
2557,CA,San Bernardino,6071
3686,OK,Blaine,40011
3707,AR,Johnson,5071
3480,NM,San Miguel,35047
3545,TN,Wayne,47181
3685,OK,Custer,40039
3708,AR,Pope,5115
2382,CA,Riverside,6065
3099,AZ,Apache,4001
3208,SC,Greenville,45045
3684,OK,Custer,40039
3709,AR,Pope,5115
2914,AZ,Yavapai,4025
3039,SC,Chesterfield,45025
2734,AZ,Mohave,4015
2873,NC,Columbus,37047
3479,NM,San Miguel,35047
3546,TN,Wayne,47181
3683,OK,Custer,40039
3710,AR,Van Buren,5141
3287,NM,Cibola,35006
3378,TN,Polk,47139
3682,OK,Roger Mills,40129
3711,AR,Van Buren,5141
3681,OK,Roger Mills,40129
3712,AR,Cleburne,5023
3478,NM,San Miguel,35047
3547,TN,Lawrence,47099
2214,CA,Orange,6059
3098,AZ,Navajo,4017
3209,SC,Spartanburg,45083
2556,CA,San Bernardino,6071
3680,TX,Hemphill,48211
3713,AR,Cleburne,5023
3286,NM,Cibola,35006
3379,TN,Polk,47139
2913,AZ,Yavapai,4025
3040,SC,Chesterfield,45025
2733,AZ,Mohave,4015
2874,NC,Bladen,37017
2381,CA,Riverside,6065
3679,TX,Hemphill,48211
3714,AR,Independence,5063
3477,NM,San Miguel,35047
3548,TN,Giles,47055
3678,TX,Roberts,48393
3715,AR,Independence,5063
3285,NM,Cibola,35006
3380,NC,Cherokee,37039
3097,AZ,Navajo,4017
3210,SC,Spartanburg,45083
3677,TX,Roberts,48393
3716,AR,Jackson,5067
3476,NM,San Miguel,35047
3549,TN,Marshall,47117
2912,AZ,Yavapai,4025
3041,SC,Chesterfield,45025
2555,CA,San Bernardino,6071
3676,TX,Carson,48065
3717,AR,Poinsett,5111
2732,AZ,Mohave,4015
2875,NC,Pender,37141
3475,NM,San Miguel,35047
3550,TN,Marshall,47117
3675,TX,Hutchinson,48233
3718,AR,Poinsett,5111
3284,NM,Cibola,35006
3381,NC,Cherokee,37039
2380,CA,Riverside,6065
3096,AZ,Navajo,4017
3211,SC,Cherokee,45021
3674,TX,Moore,48341
3719,AR,Poinsett,5111
3474,NM,San Miguel,35047
3551,TN,Bedford,47003
2911,AZ,Yavapai,4025
3042,SC,Marlboro,45069
3673,TX,Moore,48341
3720,AR,Mississippi,5093
3283,NM,Cibola,35006
3382,NC,Clay,37043
2554,CA,San Bernardino,6071
2731,AZ,Mohave,4015
2876,NC,Pender,37141
3672,TX,Moore,48341
3721,TN,Lauderdale,47097
3095,AZ,Navajo,4017
3212,SC,York,45091
3473,NM,Santa Fe,35049
3552,TN,Coffee,47031
2379,CA,Riverside,6065
3671,TX,Oldham,48359
3722,TN,Tipton,47167
3282,NM,McKinley,35031
3383,NC,Macon,37113
2910,AZ,Yavapai,4025
3043,NC,Robeson,37155
3472,NM,Santa Fe,35049
3553,TN,Coffee,47031
3670,TX,Hartley,48205
3723,TN,Haywood,47075
3094,AZ,Coconino,4005
3213,SC,York,45091
2730,CA,San Bernardino,6071
2877,NC,Pender,37141
2553,CA,San Bernardino,6071
3669,TX,Hartley,48205
3724,TN,Haywood,47075
3281,NM,McKinley,35031
3384,NC,Jackson,37099
3471,NM,Sandoval,35043
3554,TN,Grundy,47061
3668,NM,Quay,35037
3725,TN,Madison,47113
2909,AZ,Yavapai,4025
3044,NC,Robeson,37155
2378,CA,Riverside,6065
3093,AZ,Coconino,4005
3214,SC,Lancaster,45057
3470,NM,Sandoval,35043
3555,TN,Sequatchie,47153
3667,NM,Quay,35037
3726,TN,Madison,47113
3280,AZ,Apache,4001
3385,NC,Transylvania,37175
2729,CA,San Bernardino,6071
2552,CA,San Bernardino,6071
3666,NM,Harding,35021
3727,TN,Henderson,47077
3881,OK,Creek,40037
3882,OK,Tulsa,40143
3469,NM,Sandoval,35043
3556,TN,Hamilton,47065
3880,OK,Creek,40037
3883,OK,Wagoner,40145
2908,AZ,Yavapai,4025
3045,NC,Robeson,37155
3879,OK,Lincoln,40081
3884,OK,Wagoner,40145
3878,OK,Lincoln,40081
3885,OK,Cherokee,40021
3092,AZ,Coconino,4005
3215,NC,Union,37179
3877,OK,Lincoln,40081
3886,OK,Cherokee,40021
3876,OK,Logan,40083
3887,OK,Adair,40001
3279,AZ,Apache,4001
3386,SC,Greenville,45045
3875,OK,Logan,40083
3888,AR,Washington,5143
2377,CA,Riverside,6065
3665,NM,San Miguel,35047
3728,TN,Decatur,47039
3874,OK,Kingfisher,40073
3889,AR,Washington,5143
3873,OK,Kingfisher,40073
3890,AR,Madison,5087
3468,NM,Sandoval,35043
3557,TN,Meigs,47121
2728,CA,San Bernardino,6071
3872,OK,Blaine,40011
3891,AR,Madison,5087
3664,NM,San Miguel,35047
3729,TN,Perry,47135
3871,OK,Blaine,40011
3892,AR,Newton,5101
2551,CA,San Bernardino,6071
3870,OK,Dewey,40043
3893,AR,Newton,5101
3278,AZ,Apache,4001
3387,SC,Greenville,45045
2907,AZ,Mohave,4015
3046,NC,Bladen,37017
3091,AZ,Coconino,4005
3216,NC,Union,37179
3869,OK,Dewey,40043
3894,AR,Searcy,5129
3663,NM,San Miguel,35047
3730,TN,Hickman,47081
3467,NM,McKinley,35031
3558,TN,McMinn,47107
3868,OK,Dewey,40043
3895,AR,Searcy,5129
3867,OK,Ellis,40045
3896,AR,Stone,5137
2376,CA,Orange,6059
3866,OK,Roger Mills,40129
3897,AR,Stone,5137
3662,NM,San Miguel,35047
3731,TN,Lewis,47101
2727,CA,San Bernardino,6071
3277,AZ,Navajo,4017
3388,SC,Spartanburg,45083
3466,NM,McKinley,35031
3559,TN,Monroe,47123
3865,TX,Hemphill,48211
3898,AR,Stone,5137
3090,AZ,Yavapai,4025
3217,NC,Anson,37007
2550,CA,San Bernardino,6071
2906,AZ,Mohave,4015
3047,NC,Bladen,37017
3864,TX,Hemphill,48211
3899,AR,Independence,5063
3661,NM,San Miguel,35047
3732,TN,Maury,47119
3863,TX,Roberts,48393
3900,AR,Independence,5063
3276,AZ,Navajo,4017
3389,SC,Spartanburg,45083
3465,NM,McKinley,35031
3560,TN,Monroe,47123
3862,TX,Roberts,48393
3901,AR,Jackson,5067
3660,NM,San Miguel,35047
3733,TN,Maury,47119
2375,CA,Los Angeles,6037
2726,CA,San Bernardino,6071
3089,AZ,Yavapai,4025
3218,NC,Anson,37007
3861,TX,Hutchinson,48233
3902,AR,Craighead,5031
2905,AZ,Mohave,4015
3048,NC,Pender,37141
2549,CA,San Bernardino,6071
3659,NM,San Miguel,35047
3734,TN,Bedford,47003
3860,TX,Hutchinson,48233
3903,AR,Craighead,5031
3464,NM,McKinley,35031
3561,NC,Graham,37075
3275,AZ,Navajo,4017
3390,SC,Cherokee,45021
3859,TX,Moore,48341
3904,AR,Craighead,5031
